id,salary,salary_bracket,age,age_bracket,education,education_level,car_brand,car_brandname,region,US_region,credit_score,computer_brand,computer_brandname
8831,110193,High,48,"Old Age",1,"High School",10,Jeep,3,"West North Central",162850,0,Acer
8832,20000,"Below Minimum",65,"Old Age",0,"Less than High School",9,Hyundai,8,Pacific,91578,1,Sony
8833,132568,High,50,"Old Age",0,"Less than High School",18,Subaru,7,Mountain,77550,1,Sony
8834,37601,"Below Minimum",76,"Old Age",3,College,13,Mazda,5,"East South Central",213068,0,Acer
8835,29539,"Below Minimum",73,"Old Age",1,"High School",17,Ram,0,"New England",37835,0,Acer
8836,42034,"Below Minimum",31,"Middle Age",4,Postgraduate,7,Ford,8,Pacific,106554,1,Sony
8837,97558,Middle,21,"Young Adult",4,Postgraduate,20,Others,7,Mountain,272576,0,Acer
8838,87023,Middle,26,"Young Adult",0,"Less than High School",14,"Mercedes Benz",5,"East South Central",216525,0,Acer
8839,100515,High,30,"Middle Age",2,"Less than College",12,Lincoln,1,Mid-Atlantic,111609,1,Sony
8840,119146,High,30,"Middle Age",3,College,3,Cadillac,2,"East North Central",115303,1,Sony
8841,147504,High,76,"Old Age",4,Postgraduate,20,Others,2,"East North Central",137002,1,Sony
8842,110420,High,74,"Old Age",1,"High School",7,Ford,4,"South Atlantic",410152,1,Sony
8843,30937,"Below Minimum",46,"Old Age",3,College,10,Jeep,8,Pacific,500000,1,Sony
8844,81648,Middle,38,"Middle Age",4,Postgraduate,12,Lincoln,0,"New England",291629,0,Acer
8845,134645,High,69,"Old Age",1,"High School",1,BMW,7,Mountain,170167,1,Sony
8846,46589,"Below Minimum",21,"Young Adult",0,"Less than High School",20,Others,7,Mountain,398322,1,Sony
8847,149294,High,33,"Middle Age",0,"Less than High School",1,BMW,1,Mid-Atlantic,343948,1,Sony
8848,21659,"Below Minimum",70,"Old Age",2,"Less than College",20,Others,8,Pacific,236713,1,Sony
8849,117649,High,52,"Old Age",1,"High School",8,Honda,6,"West South Central",282116,0,Acer
8850,114577,High,37,"Middle Age",2,"Less than College",15,Mitsubishi,3,"West North Central",315522,1,Sony
8851,35644,"Below Minimum",33,"Middle Age",3,College,8,Honda,0,"New England",377630,1,Sony
8852,111658,High,61,"Old Age",1,"High School",3,Cadillac,2,"East North Central",74784,1,Sony
8853,135107,High,66,"Old Age",3,College,6,Dodge,3,"West North Central",187896,1,Sony
8854,48356,"Below Minimum",79,"Old Age",3,College,7,Ford,3,"West North Central",293543,0,Acer
8855,129397,High,71,"Old Age",4,Postgraduate,3,Cadillac,4,"South Atlantic",207996,1,Sony
8856,77509,Minimum,55,"Old Age",2,"Less than College",15,Mitsubishi,1,Mid-Atlantic,321591,1,Sony
8857,100279,High,63,"Old Age",4,Postgraduate,18,Subaru,5,"East South Central",366503,1,Sony
8858,140753,High,65,"Old Age",2,"Less than College",19,Toyota,7,Mountain,382071,1,Sony
8859,81970,Middle,80,"Old Age",3,College,9,Hyundai,2,"East North Central",289212,1,Sony
8860,150000,High,30,"Middle Age",0,"Less than High School",16,Nissan,6,"West South Central",170064,1,Sony
8861,137005,High,65,"Old Age",1,"High School",11,Kia,8,Pacific,80394,1,Sony
8862,90806,Middle,25,"Young Adult",1,"High School",13,Mazda,2,"East North Central",350195,0,Acer
8863,26398,"Below Minimum",56,"Old Age",0,"Less than High School",19,Toyota,0,"New England",371827,1,Sony
8864,26920,"Below Minimum",75,"Old Age",3,College,9,Hyundai,8,Pacific,405511,0,Acer
8865,35559,"Below Minimum",61,"Old Age",2,"Less than College",15,Mitsubishi,4,"South Atlantic",476387,0,Acer
8866,106532,High,40,"Middle Age",3,College,12,Lincoln,7,Mountain,357564,0,Acer
8867,119798,High,65,"Old Age",4,Postgraduate,13,Mazda,0,"New England",29031,1,Sony
8868,54453,"Below Minimum",74,"Old Age",3,College,1,BMW,3,"West North Central",322723,0,Acer
8869,55900,"Below Minimum",38,"Middle Age",1,"High School",7,Ford,7,Mountain,155410,1,Sony
8870,109973,High,48,"Old Age",1,"High School",4,Chevrolet,1,Mid-Atlantic,363261,0,Acer
8871,69842,Minimum,22,"Young Adult",3,College,3,Cadillac,2,"East North Central",186961,0,Acer
8872,142353,High,47,"Old Age",1,"High School",12,Lincoln,2,"East North Central",253920,1,Sony
8873,125656,High,58,"Old Age",0,"Less than High School",2,Buick,5,"East South Central",0,1,Sony
8874,54527,"Below Minimum",36,"Middle Age",1,"High School",13,Mazda,2,"East North Central",259021,0,Acer
8875,57285,"Below Minimum",33,"Middle Age",2,"Less than College",18,Subaru,6,"West South Central",36033,0,Acer
8876,39994,"Below Minimum",63,"Old Age",0,"Less than High School",3,Cadillac,3,"West North Central",72119,0,Acer
8877,133838,High,40,"Middle Age",1,"High School",15,Mitsubishi,2,"East North Central",459911,1,Sony
8878,93558,Middle,73,"Old Age",3,College,19,Toyota,5,"East South Central",393492,1,Sony
8879,117973,High,73,"Old Age",4,Postgraduate,11,Kia,7,Mountain,164101,1,Sony
8880,142498,High,61,"Old Age",2,"Less than College",11,Kia,8,Pacific,220360,1,Sony
8881,120261,High,78,"Old Age",4,Postgraduate,2,Buick,4,"South Atlantic",373687,1,Sony
8882,20000,"Below Minimum",57,"Old Age",3,College,11,Kia,1,Mid-Atlantic,170484,1,Sony
8883,93906,Middle,42,"Middle Age",3,College,18,Subaru,4,"South Atlantic",73921,0,Acer
8884,92761,Middle,60,"Old Age",4,Postgraduate,10,Jeep,6,"West South Central",401257,1,Sony
8885,86969,Middle,72,"Old Age",3,College,6,Dodge,2,"East North Central",348853,1,Sony
8886,89426,Middle,53,"Old Age",2,"Less than College",18,Subaru,4,"South Atlantic",13493,0,Acer
8887,46011,"Below Minimum",45,"Middle Age",0,"Less than High School",16,Nissan,0,"New England",169717,1,Sony
8888,43884,"Below Minimum",74,"Old Age",1,"High School",7,Ford,1,Mid-Atlantic,76466,0,Acer
8889,143380,High,52,"Old Age",1,"High School",10,Jeep,8,Pacific,489517,1,Sony
8890,58108,"Below Minimum",64,"Old Age",2,"Less than College",7,Ford,2,"East North Central",338595,0,Acer
8891,146168,High,36,"Middle Age",4,Postgraduate,15,Mitsubishi,2,"East North Central",130068,1,Sony
8892,105992,High,20,"Young Adult",3,College,4,Chevrolet,7,Mountain,62973,1,Sony
8893,112431,High,64,"Old Age",3,College,20,Others,1,Mid-Atlantic,454381,1,Sony
8894,111677,High,56,"Old Age",0,"Less than High School",15,Mitsubishi,7,Mountain,48954,0,Acer
8895,81636,Middle,37,"Middle Age",0,"Less than High School",20,Others,5,"East South Central",303352,0,Acer
8896,67990,Minimum,27,"Young Adult",4,Postgraduate,4,Chevrolet,7,Mountain,460376,0,Acer
8897,78930,Minimum,42,"Middle Age",4,Postgraduate,20,Others,3,"West North Central",435911,1,Sony
8898,50514,"Below Minimum",44,"Middle Age",3,College,9,Hyundai,5,"East South Central",258581,1,Sony
8899,20000,"Below Minimum",52,"Old Age",0,"Less than High School",20,Others,3,"West North Central",201657,1,Sony
8900,94344,Middle,77,"Old Age",0,"Less than High School",1,BMW,5,"East South Central",491467,1,Sony
8901,112824,High,20,"Young Adult",4,Postgraduate,6,Dodge,5,"East South Central",214219,1,Sony
8902,42427,"Below Minimum",77,"Old Age",3,College,6,Dodge,8,Pacific,368429,0,Acer
8903,100816,High,48,"Old Age",3,College,7,Ford,6,"West South Central",234377,0,Acer
8904,65150,Minimum,57,"Old Age",4,Postgraduate,20,Others,7,Mountain,186131,1,Sony
8905,114635,High,57,"Old Age",4,Postgraduate,5,Chrysler,0,"New England",57931,0,Acer
8906,23152,"Below Minimum",32,"Middle Age",1,"High School",7,Ford,6,"West South Central",285606,1,Sony
8907,145015,High,20,"Young Adult",4,Postgraduate,11,Kia,2,"East North Central",275722,1,Sony
8908,126386,High,49,"Old Age",4,Postgraduate,3,Cadillac,8,Pacific,45230,1,Sony
8909,48471,"Below Minimum",52,"Old Age",2,"Less than College",3,Cadillac,8,Pacific,284074,1,Sony
8910,82535,Middle,41,"Middle Age",2,"Less than College",12,Lincoln,3,"West North Central",265959,0,Acer
8911,104063,High,57,"Old Age",2,"Less than College",2,Buick,2,"East North Central",213722,0,Acer
8912,144360,High,64,"Old Age",1,"High School",17,Ram,1,Mid-Atlantic,152693,1,Sony
8913,115957,High,67,"Old Age",3,College,17,Ram,8,Pacific,293260,1,Sony
8914,20000,"Below Minimum",42,"Middle Age",3,College,18,Subaru,1,Mid-Atlantic,74652,1,Sony
8915,97915,Middle,63,"Old Age",2,"Less than College",19,Toyota,7,Mountain,417677,1,Sony
8916,44218,"Below Minimum",27,"Young Adult",0,"Less than High School",19,Toyota,6,"West South Central",86499,1,Sony
8917,66208,Minimum,41,"Middle Age",2,"Less than College",18,Subaru,4,"South Atlantic",98561,1,Sony
8918,106924,High,71,"Old Age",1,"High School",7,Ford,6,"West South Central",378667,1,Sony
8919,140447,High,69,"Old Age",2,"Less than College",13,Mazda,8,Pacific,3621,1,Sony
8920,97141,Middle,29,"Young Adult",1,"High School",6,Dodge,7,Mountain,145645,0,Acer
8921,126179,High,21,"Young Adult",3,College,7,Ford,8,Pacific,46471,1,Sony
8922,85099,Middle,31,"Middle Age",4,Postgraduate,14,"Mercedes Benz",6,"West South Central",361618,0,Acer
8923,54846,"Below Minimum",20,"Young Adult",3,College,2,Buick,2,"East North Central",135333,0,Acer
8924,130280,High,31,"Middle Age",4,Postgraduate,10,Jeep,1,Mid-Atlantic,465457,1,Sony
8925,144738,High,48,"Old Age",2,"Less than College",8,Honda,1,Mid-Atlantic,316288,1,Sony
8926,99666,Middle,28,"Young Adult",3,College,9,Hyundai,3,"West North Central",500000,1,Sony
8927,71819,Minimum,50,"Old Age",0,"Less than High School",13,Mazda,4,"South Atlantic",151116,1,Sony
8928,39391,"Below Minimum",28,"Young Adult",3,College,7,Ford,2,"East North Central",447726,1,Sony
8929,66258,Minimum,38,"Middle Age",1,"High School",8,Honda,0,"New England",29202,0,Acer
8930,30601,"Below Minimum",66,"Old Age",3,College,3,Cadillac,5,"East South Central",437478,0,Acer
8931,32345,"Below Minimum",29,"Young Adult",0,"Less than High School",8,Honda,8,Pacific,179458,1,Sony
8932,95873,Middle,72,"Old Age",1,"High School",4,Chevrolet,1,Mid-Atlantic,428332,1,Sony
8933,78486,Minimum,72,"Old Age",4,Postgraduate,5,Chrysler,3,"West North Central",426754,0,Acer
8934,123023,High,36,"Middle Age",1,"High School",18,Subaru,5,"East South Central",207112,1,Sony
8935,83913,Middle,34,"Middle Age",4,Postgraduate,6,Dodge,1,Mid-Atlantic,414512,0,Acer
8936,89304,Middle,51,"Old Age",4,Postgraduate,9,Hyundai,2,"East North Central",177009,0,Acer
8937,88777,Middle,56,"Old Age",0,"Less than High School",15,Mitsubishi,4,"South Atlantic",19680,0,Acer
8938,85179,Middle,24,"Young Adult",2,"Less than College",16,Nissan,0,"New England",182657,0,Acer
8939,76650,Minimum,70,"Old Age",4,Postgraduate,15,Mitsubishi,2,"East North Central",339726,1,Sony
8940,55553,"Below Minimum",36,"Middle Age",1,"High School",11,Kia,2,"East North Central",197786,0,Acer
8941,126563,High,61,"Old Age",2,"Less than College",8,Honda,5,"East South Central",283018,1,Sony
8942,143756,High,72,"Old Age",2,"Less than College",8,Honda,1,Mid-Atlantic,210118,1,Sony
8943,104354,High,54,"Old Age",3,College,10,Jeep,5,"East South Central",500000,0,Acer
8944,150000,High,75,"Old Age",0,"Less than High School",16,Nissan,4,"South Atlantic",224981,1,Sony
8945,118008,High,80,"Old Age",1,"High School",10,Jeep,3,"West North Central",121155,1,Sony
8946,97430,Middle,37,"Middle Age",3,College,13,Mazda,3,"West North Central",29900,0,Acer
8947,33922,"Below Minimum",32,"Middle Age",3,College,14,"Mercedes Benz",2,"East North Central",244625,1,Sony
8948,123337,High,44,"Middle Age",0,"Less than High School",4,Chevrolet,0,"New England",376482,0,Acer
8949,64643,Minimum,78,"Old Age",0,"Less than High School",8,Honda,1,Mid-Atlantic,301911,0,Acer
8950,130757,High,66,"Old Age",2,"Less than College",1,BMW,1,Mid-Atlantic,466805,1,Sony
8951,75424,Minimum,52,"Old Age",1,"High School",2,Buick,8,Pacific,431370,1,Sony
8952,70423,Minimum,41,"Middle Age",3,College,19,Toyota,0,"New England",493586,1,Sony
8953,116651,High,36,"Middle Age",0,"Less than High School",18,Subaru,2,"East North Central",452374,1,Sony
8954,43334,"Below Minimum",62,"Old Age",0,"Less than High School",6,Dodge,8,Pacific,408800,0,Acer
8955,103484,High,21,"Young Adult",0,"Less than High School",16,Nissan,7,Mountain,313520,1,Sony
8956,46672,"Below Minimum",52,"Old Age",2,"Less than College",9,Hyundai,6,"West South Central",172229,1,Sony
8957,144917,High,57,"Old Age",4,Postgraduate,4,Chevrolet,0,"New England",244385,1,Sony
8958,52226,"Below Minimum",37,"Middle Age",4,Postgraduate,9,Hyundai,7,Mountain,228299,0,Acer
8959,80022,Middle,68,"Old Age",1,"High School",14,"Mercedes Benz",8,Pacific,75638,1,Sony
8960,85138,Middle,38,"Middle Age",1,"High School",14,"Mercedes Benz",5,"East South Central",328034,0,Acer
8961,101030,High,75,"Old Age",1,"High School",3,Cadillac,5,"East South Central",75992,1,Sony
8962,89484,Middle,22,"Young Adult",2,"Less than College",1,BMW,8,Pacific,126594,0,Acer
8963,150000,High,44,"Middle Age",4,Postgraduate,20,Others,6,"West South Central",303756,1,Sony
8964,133316,High,70,"Old Age",3,College,8,Honda,1,Mid-Atlantic,282689,1,Sony
8965,34234,"Below Minimum",33,"Middle Age",2,"Less than College",17,Ram,3,"West North Central",433017,1,Sony
8966,98609,Middle,63,"Old Age",3,College,6,Dodge,6,"West South Central",294787,1,Sony
8967,43779,"Below Minimum",31,"Middle Age",1,"High School",1,BMW,8,Pacific,25682,1,Sony
8968,56850,"Below Minimum",73,"Old Age",0,"Less than High School",3,Cadillac,1,Mid-Atlantic,111657,0,Acer
8969,21250,"Below Minimum",74,"Old Age",1,"High School",2,Buick,4,"South Atlantic",26146,1,Sony
8970,143845,High,66,"Old Age",2,"Less than College",2,Buick,7,Mountain,426558,1,Sony
8971,26788,"Below Minimum",78,"Old Age",2,"Less than College",2,Buick,0,"New England",345079,1,Sony
8972,111579,High,76,"Old Age",1,"High School",16,Nissan,7,Mountain,340352,1,Sony
8973,51342,"Below Minimum",65,"Old Age",2,"Less than College",18,Subaru,5,"East South Central",147053,0,Acer
8974,58960,"Below Minimum",22,"Young Adult",1,"High School",9,Hyundai,8,Pacific,56059,0,Acer
8975,32683,"Below Minimum",73,"Old Age",2,"Less than College",4,Chevrolet,8,Pacific,265988,0,Acer
8976,145101,High,75,"Old Age",1,"High School",19,Toyota,3,"West North Central",258474,1,Sony
8977,76252,Minimum,41,"Middle Age",4,Postgraduate,4,Chevrolet,1,Mid-Atlantic,75065,1,Sony
8978,148473,High,33,"Middle Age",4,Postgraduate,4,Chevrolet,5,"East South Central",24170,1,Sony
8979,116124,High,64,"Old Age",1,"High School",7,Ford,3,"West North Central",193863,1,Sony
8980,53458,"Below Minimum",37,"Middle Age",2,"Less than College",5,Chrysler,8,Pacific,108407,0,Acer
8981,87323,Middle,20,"Young Adult",1,"High School",8,Honda,1,Mid-Atlantic,171381,0,Acer
8982,83517,Middle,72,"Old Age",0,"Less than High School",14,"Mercedes Benz",6,"West South Central",438390,1,Sony
8983,90360,Middle,42,"Middle Age",4,Postgraduate,14,"Mercedes Benz",6,"West South Central",106480,0,Acer
8984,36216,"Below Minimum",32,"Middle Age",4,Postgraduate,17,Ram,3,"West North Central",475858,1,Sony
8985,96609,Middle,66,"Old Age",3,College,5,Chrysler,6,"West South Central",275397,1,Sony
8986,87931,Middle,77,"Old Age",4,Postgraduate,13,Mazda,2,"East North Central",248716,1,Sony
8987,31909,"Below Minimum",75,"Old Age",4,Postgraduate,11,Kia,2,"East North Central",462923,0,Acer
8988,41126,"Below Minimum",31,"Middle Age",0,"Less than High School",13,Mazda,2,"East North Central",31433,1,Sony
8989,37642,"Below Minimum",35,"Middle Age",4,Postgraduate,3,Cadillac,1,Mid-Atlantic,480942,1,Sony
8990,113446,High,59,"Old Age",2,"Less than College",14,"Mercedes Benz",7,Mountain,375793,1,Sony
8991,120871,High,60,"Old Age",2,"Less than College",5,Chrysler,3,"West North Central",177592,1,Sony
8992,99667,Middle,68,"Old Age",4,Postgraduate,1,BMW,8,Pacific,259069,1,Sony
8993,150000,High,76,"Old Age",0,"Less than High School",6,Dodge,7,Mountain,70201,1,Sony
8994,147848,High,37,"Middle Age",1,"High School",18,Subaru,1,Mid-Atlantic,45641,1,Sony
8995,143235,High,26,"Young Adult",3,College,14,"Mercedes Benz",5,"East South Central",102984,1,Sony
8996,40566,"Below Minimum",23,"Young Adult",1,"High School",6,Dodge,3,"West North Central",277508,1,Sony
8997,74485,Minimum,33,"Middle Age",4,Postgraduate,8,Honda,5,"East South Central",241963,0,Acer
8998,29482,"Below Minimum",56,"Old Age",1,"High School",10,Jeep,1,Mid-Atlantic,162104,1,Sony
8999,131578,High,28,"Young Adult",2,"Less than College",20,Others,4,"South Atlantic",421931,1,Sony
9000,145473,High,59,"Old Age",2,"Less than College",4,Chevrolet,7,Mountain,29183,1,Sony
9001,95429,Middle,54,"Old Age",1,"High School",11,Kia,0,"New England",406703,0,Acer
9002,38067,"Below Minimum",35,"Middle Age",2,"Less than College",9,Hyundai,7,Mountain,8227,1,Sony
9003,148613,High,58,"Old Age",0,"Less than High School",17,Ram,0,"New England",196340,1,Sony
9004,117084,High,65,"Old Age",2,"Less than College",15,Mitsubishi,4,"South Atlantic",237552,1,Sony
9005,118618,High,35,"Middle Age",1,"High School",14,"Mercedes Benz",6,"West South Central",427147,1,Sony
9006,20000,"Below Minimum",58,"Old Age",4,Postgraduate,2,Buick,7,Mountain,49026,1,Sony
9007,49932,"Below Minimum",68,"Old Age",0,"Less than High School",6,Dodge,7,Mountain,297498,0,Acer
9008,64891,Minimum,20,"Young Adult",0,"Less than High School",14,"Mercedes Benz",0,"New England",133490,0,Acer
9009,66919,Minimum,22,"Young Adult",1,"High School",18,Subaru,2,"East North Central",35197,0,Acer
9010,68586,Minimum,29,"Young Adult",4,Postgraduate,18,Subaru,4,"South Atlantic",339892,0,Acer
9011,75657,Minimum,39,"Middle Age",1,"High School",13,Mazda,4,"South Atlantic",79911,0,Acer
9012,52233,"Below Minimum",38,"Middle Age",4,Postgraduate,13,Mazda,2,"East North Central",244312,0,Acer
9013,129551,High,20,"Young Adult",1,"High School",14,"Mercedes Benz",4,"South Atlantic",361186,1,Sony
9014,81304,Middle,53,"Old Age",3,College,3,Cadillac,4,"South Atlantic",123793,0,Acer
9015,24102,"Below Minimum",64,"Old Age",2,"Less than College",13,Mazda,6,"West South Central",166038,1,Sony
9016,84950,Middle,54,"Old Age",0,"Less than High School",19,Toyota,0,"New England",291895,0,Acer
9017,130593,High,53,"Old Age",0,"Less than High School",10,Jeep,4,"South Atlantic",369318,1,Sony
9018,53420,"Below Minimum",47,"Old Age",1,"High School",20,Others,3,"West North Central",123750,1,Sony
9019,83484,Middle,33,"Middle Age",4,Postgraduate,3,Cadillac,1,Mid-Atlantic,275629,0,Acer
9020,107543,High,72,"Old Age",1,"High School",10,Jeep,0,"New England",404918,1,Sony
9021,86988,Middle,78,"Old Age",1,"High School",5,Chrysler,4,"South Atlantic",271372,1,Sony
9022,97841,Middle,77,"Old Age",0,"Less than High School",20,Others,8,Pacific,15060,1,Sony
9023,36341,"Below Minimum",55,"Old Age",0,"Less than High School",13,Mazda,2,"East North Central",305956,1,Sony
9024,106770,High,62,"Old Age",4,Postgraduate,8,Honda,1,Mid-Atlantic,217701,1,Sony
9025,72710,Minimum,24,"Young Adult",0,"Less than High School",3,Cadillac,7,Mountain,394709,0,Acer
9026,78072,Minimum,69,"Old Age",0,"Less than High School",15,Mitsubishi,0,"New England",35868,1,Sony
9027,21391,"Below Minimum",47,"Old Age",1,"High School",4,Chevrolet,8,Pacific,396770,1,Sony
9028,125383,High,69,"Old Age",3,College,12,Lincoln,0,"New England",316649,1,Sony
9029,93765,Middle,29,"Young Adult",2,"Less than College",2,Buick,7,Mountain,338421,0,Acer
9030,92592,Middle,62,"Old Age",3,College,12,Lincoln,1,Mid-Atlantic,395705,1,Sony
9031,144249,High,41,"Middle Age",2,"Less than College",20,Others,2,"East North Central",117459,1,Sony
9032,116000,High,55,"Old Age",0,"Less than High School",7,Ford,6,"West South Central",298559,0,Acer
9033,45441,"Below Minimum",32,"Middle Age",1,"High School",19,Toyota,5,"East South Central",121153,0,Acer
